,Unnamed: 0,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
3963,20668,MUMRES17DEL01,30.0,4.4,04-03-2022,21:10,21:15,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,36,20002.51566567517
3964,45243,MUMRES09DEL01,21.0,5.0,02-03-2022,20:50,20:55,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.51566566099
3965,36986,COIMBRES13DEL02,37.0,4.2,08-03-2022,18:40,18:55,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,45,20002.51566566099
3966,7679,BANGRES11DEL01,,,08-03-2022,,22:25,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,19,20002.51566566099
3967,5907,COIMBRES16DEL02,28.0,5.0,25-03-2022,0.958333333,23:10,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,26,20002.51566566099
3968,32180,JAPRES18DEL01,22.0,4.8,10-03-2022,21:20,21:35,Windy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,19,20002.51566566099
3969,38747,CHENRES09DEL01,30.0,3.5,29-03-2022,20:30,20:35,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,20002.51566566099
3970,38601,PUNERES12DEL03,21.0,4.9,12-03-2022,18:35,18:50,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,23,20002.515665655133
3971,33137,LUDHRES11DEL03,25.0,4.9,11-02-2022,22:45,22:50,Stormy,Low,2,Drinks,scooter,0.0,No,Urban,10,20002.515665655133
3972,16751,COIMBRES010DEL01,39.0,4.8,14-03-2022,23:45,23:55,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,15,20002.515665655133
3973,16392,RANCHIRES12DEL01,23.0,4.8,07-03-2022,15:40,15:45,Windy,Medium,1,Drinks,scooter,1.0,No,Urban,26,20002.515665581755
3974,44509,CHENRES12DEL02,29.0,4.8,15-03-2022,08:30,08:35,Stormy,Low,2,Buffet,motorcycle,1.0,No,Urban,18,20002.515665581755
3975,11487,MYSRES13DEL02,30.0,4.8,11-03-2022,17:55,18:05,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.515665581755
3976,37431,JAPRES07DEL03,26.0,5.0,15-03-2022,18:35,18:40,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.51566548756
3977,32270,COIMBRES16DEL01,24.0,4.7,13-03-2022,12:20,12:35,Sandstorms,High,0,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.51566548756
3978,12793,BANGRES13DEL03,31.0,4.1,07-03-2022,18:45,18:50,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.51566548756
3979,2744,HYDRES20DEL01,,,25-03-2022,,23:20,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.51566545994
3980,30093,JAPRES13DEL01,31.0,4.8,01-04-2022,15:40,15:45,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,15,20002.51566545994
3981,44610,HYDRES01DEL01,28.0,4.2,26-03-2022,10:40,10:45,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.51566545994
3982,31254,KNPRES05DEL03,32.0,4.6,11-02-2022,17:40,17:50,Fog,Medium,2,Snack,scooter,1.0,No,Urban,15,20002.51566545994
3983,6267,BANGRES010DEL02,27.0,4.6,01-03-2022,10:35,10:40,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,16,20002.515665428917
3984,6585,JAPRES07DEL01,35.0,4.7,28-03-2022,14:35,14:50,Sandstorms,High,2,Meal,scooter,0.0,No,Urban,31,20002.515665428917
3985,7180,KOLRES13DEL02,34.0,4.0,18-02-2022,22:25,22:40,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,42,20002.51566538116
3986,6075,JAPRES09DEL01,28.0,4.8,05-04-2022,12:55,13:10,Sandstorms,High,1,Snack,motorcycle,1.0,No,Metropolitian,18,20002.51566538116
3987,32310,JAPRES010DEL01,30.0,4.3,01-03-2022,14:45,14:50,Fog,High,1,Snack,scooter,1.0,No,Urban,31,20002.51566538116
3988,35915,MUMRES18DEL02,27.0,4.7,31-03-2022,23:55,24:05:00,Windy,Low,0,Meal,motorcycle,0.0,No,Urban,24,20002.51566538116
3989,30033,COIMBRES04DEL02,32.0,3.8,02-04-2022,19:10,19:25,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,43,20002.51566538116
3990,17724,INDORES010DEL01,26.0,4.9,01-04-2022,10:10,10:20,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Metropolitian,10,20002.515665380968
3991,41029,MYSRES02DEL01,31.0,4.8,13-03-2022,16:25,16:30,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,21,20002.515665352097
3992,20442,SURRES18DEL01,39.0,4.7,30-03-2022,12:20,12:30,Sunny,High,1,Snack,motorcycle,1.0,No,Urban,19,20002.515665352097
3993,14710,JAPRES03DEL02,30.0,4.7,20-03-2022,21:55,22:05,Fog,Jam,1,Snack,motorcycle,3.0,No,Metropolitian,47,20002.515665350526
3994,13433,VADRES09DEL02,31.0,4.4,02-03-2022,21:40,21:55,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,36,20002.515665350526
3995,41233,COIMBRES14DEL02,22.0,4.8,18-03-2022,19:20,19:30,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,20002.515665350526
3996,7667,CHENRES12DEL01,22.0,4.7,10-03-2022,22:45,22:55,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,17,20002.515665334784
3997,28966,VADRES13DEL02,28.0,4.9,31-03-2022,19:45,0.833333333,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,46,20002.515665334784
3998,31546,CHENRES07DEL01,24.0,4.9,17-03-2022,13:35,13:45,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,26,20002.515665334784
3999,28442,AGRRES03DEL02,22.0,4.8,14-02-2022,20:20,20:25,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,24,20002.515665334784
4000,17831,COIMBRES05DEL01,37.0,4.9,08-03-2022,18:25,18:35,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,28,20002.515665334784
4001,22425,MYSRES14DEL01,36.0,4.8,23-03-2022,19:40,19:50,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,27,20002.515665334784
4002,17295,MUMRES19DEL03,22.0,4.6,06-03-2022,0.875,21:10,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,28,20002.515665334784
4003,42506,LUDHRES15DEL02,28.0,4.6,17-02-2022,10:15,10:30,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,17,20002.515665334784
4004,200,MYSRES08DEL01,24.0,4.7,19-03-2022,15:30,15:40,Fog,Medium,1,Buffet,scooter,,No,Metropolitian,13,20002.515665334784
4005,29858,VADRES05DEL01,25.0,4.5,04-04-2022,23:25,23:35,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.515665334784
4006,23217,DEHRES09DEL02,39.0,4.7,15-02-2022,10:35,10:40,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,21,20002.515665273495
4007,5504,RANCHIRES06DEL02,34.0,4.8,25-03-2022,19:20,19:35,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,30,20002.515665273495
4008,29174,KOLRES12DEL03,35.0,4.9,12-02-2022,20:30,20:40,Windy,Jam,0,Buffet,motorcycle,0.0,No,Urban,37,20002.515665273495
4009,26823,CHENRES13DEL02,33.0,5.0,09-03-2022,18:50,19:05,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.51566522955
4010,19099,HYDRES03DEL02,,,16-03-2022,21:15,21:20,Cloudy,Jam,1,Buffet,motorcycle,1.0,Yes,Metropolitian,43,20002.51566471766
4011,1808,AURGRES06DEL02,32.0,4.7,18-02-2022,22:45,22:50,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,15,20002.51566471766
4012,14224,HYDRES03DEL01,26.0,4.9,20-03-2022,23:40,23:55,Stormy,Low,1,Meal,motorcycle,0.0,No,Urban,13,20002.51566471766
4013,12223,AGRRES13DEL01,35.0,4.6,13-02-2022,14:10,14:15,Stormy,High,2,Buffet,scooter,1.0,No,Metropolitian,25,20002.515650169706
4014,38440,GOARES09DEL02,35.0,4.2,13-02-2022,08:30,08:35,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.515650169706
4015,8156,INDORES05DEL03,24.0,4.5,01-04-2022,17:35,17:45,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.515650135494
4016,17542,MUMRES11DEL02,25.0,4.5,15-03-2022,18:30,18:45,Windy,Medium,2,Snack,motorcycle,1.0,No,,20,20002.515649958266
4017,1608,MYSRES12DEL02,20.0,4.6,01-04-2022,11:55,0.5,Fog,High,2,Buffet,motorcycle,0.0,No,Urban,23,20002.515649917903
4018,38700,HYDRES07DEL02,32.0,4.7,07-03-2022,20:10,20:15,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.515649915007
4019,33084,HYDRES12DEL02,30.0,4.5,07-03-2022,0.416666667,10:05,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.51564982617
4020,13632,JAPRES01DEL03,23.0,4.6,15-03-2022,17:50,0.75,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,21,20002.515649701047
4021,44699,VADRES08DEL02,24.0,4.3,27-03-2022,21:50,0.916666667,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,36,20002.515649701047
4022,12988,INDORES07DEL02,24.0,4.7,31-03-2022,20:20,20:30,Stormy,Jam,1,Drinks,motorcycle,0.0,No,,15,20002.51564964415
4023,29852,MYSRES03DEL03,38.0,4.3,28-03-2022,19:50,20:05,Sandstorms,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,47,20002.51564964415
4024,43923,BANGRES17DEL03,34.0,4.6,06-04-2022,20:35,20:50,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,25,20002.515649542886
4025,42947,INDORES010DEL01,35.0,4.6,31-03-2022,19:50,0.833333333,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,37,20002.515649504825
4026,28463,MYSRES04DEL03,21.0,5.0,07-03-2022,22:55,23:05,Windy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,13,20002.515649504825
4027,6367,BANGRES18DEL02,38.0,4.7,18-03-2022,22:35,22:50,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,16,20002.515576659665
4028,33859,COIMBRES01DEL01,39.0,5.0,03-04-2022,08:40,08:45,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,22,20002.515576659665
4029,45400,AURGRES11DEL03,24.0,4.8,13-02-2022,21:40,21:50,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,27,20002.515576659665
4030,42066,MUMRES08DEL02,34.0,4.9,03-04-2022,18:30,18:35,Cloudy,Medium,1,Drinks,scooter,0.0,No,Urban,17,20002.515576659665
4031,4348,MYSRES04DEL02,37.0,4.9,26-03-2022,11:50,12:05,Stormy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,41,20002.515576659665
4032,16228,VADRES03DEL02,27.0,4.4,27-03-2022,0.875,21:10,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,36,20002.515576659665
4033,11378,BANGRES04DEL03,31.0,4.4,26-03-2022,17:30,17:40,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,32,20002.515576659665
4034,34936,MUMRES010DEL01,31.0,4.6,17-03-2022,09:15,09:20,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,17,20002.515576659665
4035,28496,MYSRES02DEL03,21.0,4.8,25-03-2022,0.958333333,23:05,Stormy,Low,2,Snack,scooter,0.0,No,Urban,14,20002.515576659665
4036,17377,SURRES09DEL01,20.0,4.4,16-03-2022,19:45,19:55,Fog,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,41,20002.515576659665
4037,9137,INDORES08DEL01,22.0,4.6,12-03-2022,19:40,19:55,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,29,20002.515576659665
4038,17639,AGRRES12DEL02,29.0,4.2,15-02-2022,22:35,22:40,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,17,20002.515576659665
4039,36374,BANGRES16DEL01,24.0,4.3,01-03-2022,14:15,14:20,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,32,20002.515576659665
4040,2305,JAPRES02DEL03,34.0,4.6,08-03-2022,20:50,21:05,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,30,20002.515576659665
4041,15242,COIMBRES05DEL03,34.0,4.9,29-03-2022,19:20,19:30,Cloudy,Jam,2,Buffet,scooter,,No,Metropolitian,45,20002.515576659665
4042,857,AGRRES16DEL01,38.0,3.8,18-02-2022,23:10,23:15,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.515576659665
4043,42492,COIMBRES17DEL03,26.0,4.9,14-03-2022,20:40,20:45,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,29,20002.515576659665
4044,27602,AGRRES06DEL02,30.0,4.2,16-02-2022,23:25,23:40,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,31,20002.515576659665
4045,44927,KOCRES08DEL01,36.0,4.8,13-02-2022,12:35,12:45,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.515576659665
4046,40230,DEHRES05DEL02,37.0,4.2,14-02-2022,19:30,19:45,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,45,20002.515576659665
4047,7557,MUMRES17DEL01,26.0,4.7,16-03-2022,20:10,20:15,Sunny,Jam,0,Meal,motorcycle,0.0,No,Urban,17,20002.515576659665
4048,18712,SURRES09DEL02,38.0,4.6,23-03-2022,0.833333333,20:05,Sandstorms,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,54,20002.515576659665
4049,33831,MUMRES03DEL02,29.0,4.9,05-04-2022,10:30,10:35,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,20002.515576659665
4050,25197,MYSRES02DEL01,33.0,4.8,05-03-2022,15:55,0.666666667,Cloudy,Medium,2,Meal,scooter,0.0,No,Urban,15,20002.515576659665
4051,35914,KNPRES18DEL01,36.0,4.9,12-02-2022,0.875,21:05,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,40,20002.515576659665
4052,33811,HYDRES07DEL02,22.0,4.5,21-03-2022,21:20,21:25,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,26,20002.515576659665
4053,585,HYDRES13DEL01,27.0,4.6,02-04-2022,19:30,19:35,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,13,20002.515576659665
4054,33942,MYSRES13DEL03,35.0,4.8,04-03-2022,0.833333333,20:05,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.515576659665
4055,40263,BANGRES15DEL03,26.0,4.9,19-03-2022,23:20,23:35,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,20002.515576659665
4056,34463,VADRES07DEL01,37.0,4.5,30-03-2022,11:15,11:30,Sunny,High,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.515576659665
4057,2865,MYSRES17DEL01,22.0,4.7,24-03-2022,12:10,12:20,Fog,High,2,Meal,electric_scooter,0.0,No,Metropolitian,20,20002.515576659665
4058,30658,CHENRES07DEL03,33.0,4.7,04-04-2022,21:40,21:55,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,41,20002.515576659665
4059,1397,INDORES19DEL02,,,30-03-2022,,08:40,Cloudy,Low,2,Meal,electric_scooter,0.0,,Metropolitian,10,20002.515576659665
4060,39665,CHENRES16DEL01,37.0,5.0,10-03-2022,23:25,23:35,Windy,Low,2,Drinks,scooter,0.0,No,Urban,19,20002.515576659665
4061,18838,JAPRES03DEL02,36.0,4.8,31-03-2022,18:30,18:45,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,16,20002.515576659665
4062,35522,AGRRES17DEL01,20.0,4.8,12-02-2022,17:25,17:35,Fog,Medium,1,Drinks,scooter,0.0,No,Metropolitian,27,20002.515576659665
4063,16135,BANGRES04DEL02,38.0,4.1,06-03-2022,0.958333333,23:05,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,36,20002.515576659665
4064,20357,RANCHIRES14DEL01,28.0,4.7,26-03-2022,15:55,16:05,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,14,20002.515576659665
4065,32507,BANGRES12DEL03,30.0,4.7,17-03-2022,21:50,22:05,Sunny,Jam,1,Meal,scooter,1.0,No,Urban,19,20002.515576659665
4066,10506,RANCHIRES08DEL01,38.0,4.8,12-03-2022,22:15,22:30,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.515576659665
4067,22864,SURRES04DEL03,37.0,4.5,11-03-2022,18:30,18:35,Sunny,Medium,1,Buffet,scooter,1.0,No,Urban,15,20002.515576659665
4068,22893,PUNERES06DEL02,,,24-03-2022,,08:45,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,17,20002.515576659665
4069,22408,SURRES12DEL03,29.0,4.9,21-03-2022,18:45,0.791666667,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,10,20002.515576659665
4070,24534,GOARES15DEL01,,,11-02-2022,,14:25,Fog,High,1,Buffet,scooter,1.0,No,,24,20002.515576659665
4071,45260,CHENRES01DEL02,26.0,4.0,30-03-2022,08:35,08:45,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,18,20002.515576659665
4072,28277,INDORES07DEL01,37.0,4.6,21-03-2022,14:40,14:55,Stormy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.515576659665
4073,32867,MUMRES03DEL03,27.0,4.6,13-03-2022,0.75,18:05,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Urban,28,20002.515576659665
4074,34784,PUNERES06DEL02,24.0,4.8,25-03-2022,19:35,19:50,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,44,20002.515576659665
4075,31651,LUDHRES09DEL02,33.0,4.3,12-02-2022,18:40,18:55,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.515576659665
4076,14682,COIMBRES11DEL03,28.0,4.7,07-03-2022,21:15,21:25,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.515576659665
4077,11056,PUNERES15DEL02,39.0,4.5,03-03-2022,0.791666667,19:10,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.515576659665
4078,31479,VADRES12DEL02,27.0,4.7,18-03-2022,18:50,18:55,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,13,20002.515576659665
4079,38300,BHPRES08DEL01,26.0,4.8,13-02-2022,12:45,12:50,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,30,20002.515576659665
4080,14074,PUNERES01DEL01,39.0,4.6,06-03-2022,1,24:15:00,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,24,20002.515576659665
4081,30486,JAPRES07DEL02,,,28-03-2022,,21:25,,,3,Drinks,scooter,1.0,No,Urban,22,20002.515576659665
4082,5766,MYSRES07DEL02,32.0,4.0,03-04-2022,0.375,09:05,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,28,20002.515576659665
4083,12240,CHENRES010DEL03,35.0,4.7,09-03-2022,20:25,20:30,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,24,20002.515576659665
4084,967,PUNERES05DEL01,31.0,4.8,15-03-2022,16:15,16:20,Cloudy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.515576659665
4085,2908,SURRES010DEL03,27.0,4.9,30-03-2022,18:40,18:45,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.515576659665
4086,40587,RANCHIRES06DEL01,20.0,4.6,12-03-2022,19:10,19:25,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.515576659665
4087,18859,SURRES04DEL01,34.0,4.7,24-03-2022,09:10,09:15,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.515576659665
4088,30854,VADRES02DEL01,25.0,4.8,13-03-2022,16:20,16:30,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,26,20002.515576659665
4089,747,GOARES07DEL02,37.0,4.7,17-02-2022,08:35,08:40,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,20002.515576659665
4090,12327,MYSRES16DEL02,34.0,4.9,01-03-2022,1,24:15:00,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,11,20002.515576659665
4091,12058,MUMRES06DEL01,35.0,4.6,19-03-2022,13:50,13:55,Fog,High,0,Meal,motorcycle,1.0,No,Urban,30,20002.515576659665
4092,25572,MYSRES05DEL03,37.0,4.8,15-03-2022,18:30,18:35,Cloudy,Medium,2,Drinks,scooter,1.0,No,Urban,15,20002.515576659665
4093,33017,KOLRES13DEL01,31.0,4.6,15-02-2022,0.666666667,16:10,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,17,20002.515576659665
4094,29155,BHPRES13DEL02,34.0,4.4,14-02-2022,21:40,21:45,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Urban,33,20002.515576659665
4095,33070,COIMBRES11DEL01,23.0,2.5,08-03-2022,23:55,1,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,35,20002.515576659665
4096,20546,HYDRES06DEL01,26.0,4.8,02-03-2022,19:15,19:25,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Metropolitian,27,20002.515576659665
4097,38677,RANCHIRES03DEL02,38.0,4.6,01-03-2022,0.916666667,22:10,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,30,20002.515576659665
4098,33197,INDORES03DEL02,33.0,4.7,21-03-2022,21:45,0.916666667,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,31,20002.514365809788
4099,9123,RANCHIRES07DEL02,38.0,4.6,18-03-2022,22:45,0.958333333,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.514365665244
4100,13626,MYSRES09DEL03,26.0,4.6,15-03-2022,22:35,22:40,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,20,20002.5143655105
4101,15444,MUMRES02DEL01,31.0,4.6,09-03-2022,12:30,12:45,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Urban,40,20002.51436548858
4102,24774,MUMRES010DEL01,22.0,4.9,31-03-2022,23:40,23:50,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,16,20002.51436528619
4103,8372,PUNERES19DEL02,32.0,4.8,05-04-2022,20:20,20:35,Cloudy,Jam,1,Meal,scooter,1.0,No,Urban,34,20002.514365147963
4104,26226,BANGRES08DEL01,22.0,4.7,31-03-2022,23:35,23:50,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,20002.514365147963
4105,28986,CHENRES09DEL01,31.0,3.6,31-03-2022,22:40,22:50,Fog,Low,2,Snack,motorcycle,2.0,No,Metropolitian,37,20002.514365147425
4106,3698,SURRES19DEL02,34.0,4.6,27-03-2022,20:40,20:55,Fog,Jam,1,Drinks,scooter,2.0,Yes,Metropolitian,42,20002.5143367881
4107,22517,MYSRES18DEL03,20.0,4.1,23-03-2022,17:35,17:40,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,39,20002.5143367881
4108,34922,PUNERES13DEL02,34.0,4.8,30-03-2022,11:45,11:55,Sandstorms,High,2,Buffet,scooter,1.0,No,Metropolitian,31,20002.514336713382
4109,37087,AURGRES17DEL02,22.0,5.0,14-02-2022,1,24:05:00,Sandstorms,Low,2,Drinks,scooter,,No,Metropolitian,15,20002.514335715285
4110,17837,PUNERES03DEL02,26.0,4.5,15-03-2022,18:35,18:50,Stormy,Medium,2,Drinks,scooter,1.0,No,Urban,24,20002.514335195752
4111,24865,PUNERES13DEL02,34.0,4.0,12-03-2022,20:45,20:55,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,35,20002.5143344939
4112,39415,HYDRES16DEL02,38.0,4.7,06-03-2022,21:10,21:20,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,52,20002.514174208234
4113,17721,RANCHIRES18DEL02,36.0,3.8,18-03-2022,20:25,20:35,Windy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,40,20002.514172393505
4114,27578,INDORES11DEL02,21.0,4.7,16-03-2022,22:55,0.958333333,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,27,20002.514172304094
4115,17723,SURRES05DEL03,27.0,4.5,09-03-2022,20:20,20:25,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,17,20002.51417223212
4116,30566,CHENRES14DEL01,28.0,4.8,06-04-2022,19:45,0.833333333,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Urban,21,20002.514172224393
4117,40421,JAPRES01DEL01,32.0,4.8,04-03-2022,18:35,18:40,Sandstorms,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,42,20002.514172186748
4118,44348,JAPRES06DEL01,27.0,4.9,16-03-2022,22:30,22:35,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.514172030136
4119,10172,PUNERES03DEL01,35.0,4.5,27-03-2022,17:55,18:10,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Urban,34,20002.514162083302
4120,33384,HYDRES15DEL01,37.0,4.7,05-03-2022,11:40,11:50,Windy,High,2,Drinks,scooter,1.0,No,Metropolitian,31,20002.514162083302
4121,13325,BANGRES15DEL03,28.0,4.9,25-03-2022,19:50,0.833333333,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,20002.514162083302
4122,18798,MUMRES14DEL02,21.0,4.9,23-03-2022,23:30,23:45,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,22,20002.514160358376
4123,12146,INDORES08DEL01,,,01-04-2022,,0.416666667,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,20002.514160358376
4124,17176,HYDRES14DEL03,37.0,4.3,06-04-2022,18:50,19:05,Fog,Medium,1,Snack,motorcycle,1.0,No,Urban,31,20002.514160000534
4125,27224,PUNERES16DEL03,28.0,5.0,01-03-2022,22:25,22:40,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,20002.514160000534
4126,9440,KNPRES12DEL01,20.0,4.6,11-02-2022,13:20,13:35,Sandstorms,High,0,Meal,motorcycle,0.0,No,Urban,20,20002.514159992905
4127,22492,COIMBRES07DEL03,29.0,4.9,21-03-2022,0.791666667,19:05,Windy,Medium,0,Drinks,motorcycle,1.0,No,,19,20002.514159968094
4128,20520,DEHRES09DEL03,,,13-02-2022,,20:45,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.514159968094
4129,16342,BANGRES04DEL01,33.0,4.4,20-03-2022,0.916666667,22:15,Windy,Jam,2,Buffet,motorcycle,1.0,No,,38,20002.514159968094
4130,3563,CHENRES12DEL03,37.0,4.8,17-03-2022,17:45,0.75,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,20002.514159968094
